"post_id","Date Added","Caption","Option 1","Option 2","Sponsor?","id","UGC?","# Views","# Resps","% R/V","% Opt1","% Opt2","# Likes","# Comments","# Bookmarks","# Skips"
"1716782958293-z7Ac4euR","2024-05-27 00:00:00","","Have the ability to read people's minds but you can only hear their thoughts about what they secretly think of your fashion choices","Have the power to teleport but you can only do it in embarrassing dance moves","False","n/a","False",5,5,1,0,1,0,1,0,0
"1716782958800-g5NJ4oTL","2024-05-27 00:00:00","","Spend a year traveling the world ","Spend a year living in your favorite fictional universe","False","n/a","False",5,5,1,0.2,0.8,0,0,0,0
"1716782962022-znvfJVhK","2024-05-27 00:00:00","","Be a famous musician","Be a famous actor/actress","False","n/a","False",5,5,1,0.4,0.6,0,0,0,0
"1716782965935-arU2qcdU","2024-05-27 00:00:00","","Have the magical ability to change your hairstyle instantly","Have the magical ability to change your clothes instantly","False","n/a","False",5,5,1,0,1,0,1,0,0
"1716782969810-TJMvyEBa","2024-05-27 00:00:00","","Be friends with a top Kpop group","Be a part of the top Kpop group","False","n/a","False",5,5,1,0.6,0.4,0,2,0,0
"1716782971120-Uh5d4gJz","2024-05-27 00:00:00","","Get a free meal from Joliibees","Get a free meal from Chick-fil A","False","n/a","False",5,3,0.6,0.6666666666666666,0.3333333333333333,0,0,0,0
"1716782974193-KIlDmYPF","2024-05-27 00:00:00","","Have a permanent trail of glitter that follows you everywhere you go","Have your own personal rain cloud that only rains on you","False","n/a","False",5,5,1,0.8,0.2,0,1,0,0
"1716782979053-Nzoz0Eoc","2024-05-27 00:00:00","","Have your own private island","Havve your own private jet","False","n/a","False",5,5,1,0.8,0.2,1,0,0,0
"1716782980260-MwgjVyDs","2024-05-27 00:00:00","","Cosplay as Sailor Moon","Cosplay as Dragon Ball Z","False","n/a","False",5,5,1,0.2,0.8,0,0,0,0
"1716782983014-ChXJnLVG","2024-05-27 00:00:00","","I love myself","I dont like the Person i am ","False","n/a","False",5,4,0.8,0.75,0.25,0,0,0,0
"1716782984117-cgtT3fxM","2024-05-27 00:00:00","","Have a job that allows you to travel the world and document your experiences on social media","Have a job that lets you work on cutting-edge technology projects","False","n/a","False",5,5,1,0,1,0,1,0,0
"1716782985729-12MqAU2u","2024-05-27 00:00:00","","Have unlimited creativity","Have unlimited knowledge","False","n/a","False",5,5,1,0.2,0.8,1,1,0,0
"1716782987400-xxJUBLKO","2024-05-27 00:00:00","","Have the ability to attend any red carpet event of your choice","Have a front-row seat at Fashion Week in Paris","False","n/a","False",5,5,1,0.6,0.4,0,1,0,0
"1716782989748-ovKAzzwz","2024-05-27 00:00:00","","Be required to narrate everything you do out loud","Be unable to use punctuations when you speak","False","n/a","False",5,4,0.8,0,1,0,0,0,0
"1716782990262-UseSLUjh","2024-05-27 00:00:00","","Have a lifetime supply of your favorite food","Have a lifetime supply of your favorite drink","False","n/a","False",5,4,0.8,0.75,0.25,0,0,0,0
"1716782990790-hUeyAxrP","2024-05-27 00:00:00","","Have the ability to time travel and attend iconic historical events","Be a part of the cast of your favorite TV series for one season","False","n/a","False",5,5,1,0.6,0.4,0,1,0,0
"1716782991328-cwH7DuOz","2024-05-27 00:00:00","","Have the baility to time. travel","Have the ability to read minds","False","n/a","False",5,5,1,0.6,0.4,0,0,0,0
"1716782991900-2rqJK7Hm","2024-05-27 00:00:00","","Be able to fly like a bird","Be able to swim like a fish","False","n/a","False",5,4,0.8,0.75,0.25,1,1,0,0
"1716782994058-cZTNxz4S","2024-05-27 00:00:00","","Have unlimited free Wi-Fi for life but every webpage takes 10 seconds to load","Have lightning-fast internet but every online purchase requires a 24-hour waiting period before it's confirmed","False","n/a","False",5,5,1,0.4,0.6,1,1,0,0
"1716782995132-rl2wiCiM","2024-05-27 00:00:00","","Have a personal clone that attends all your classes for you but occasionally falls asleep and snores loudly","Have the power to freeze time during exams but it also freezes your ability to remember the answers","False","n/a","False",5,3,0.6,0,1,0,0,0,0
"1716782996760-b9VS2fdv","2024-05-27 00:00:00","","Have a permanent clown wig","Have a permanent red clown nose","False","n/a","False",5,5,1,0.8,0.2,0,1,0,0
"1716782997368-ZPBB8Xqb","2024-05-27 00:00:00","","Have a permanently squeaky voice","Have a permanently montone voice","False","n/a","False",5,4,0.8,0.25,0.75,0,1,0,1
"1716783000893-dDvDoewJ","2024-05-27 00:00:00","","Have a talking dog that only speaks in rhymes","Have a parrot that can only mimic the sound of car alarms","False","n/a","False",5,5,1,1,0,0,0,0,0
"1716783003757-FrMyrg6q","2024-05-27 00:00:00","","Live in a world without social media","Live in a world without streaming services","False","n/a","False",5,5,1,0.2,0.8,1,2,0,0
"1716783009693-mIiR2Utd","2024-05-27 00:00:00","","Have a personal photographer","Have a personal chefc","False","n/a","False",5,4,0.8,0,1,0,0,0,0
"1716783011966-149cEhyT","2024-05-27 00:00:00","","Travel back in time to meet your ancestors","Travel to the future to meet your descendants","False","n/a","False",5,5,1,0.4,0.6,0,0,0,0
"1716783014781-A75QAAqb","2024-05-27 00:00:00","","Spend a day with Mr. Beast","Spend a day with Joe Rogan","False","n/a","False",5,5,1,0.8,0.2,0,2,0,0
"1716783015402-tttk75QE","2024-05-27 00:00:00","","Have a pocket that is literally impossible to lose anything","Have a magical fridge that never runs out of your favorite snack","False","n/a","False",5,5,1,0.2,0.8,0,1,0,0
"1716783015935-QqFizAtl","2024-05-27 00:00:00","","Have the ability to teleport but always end up a few feet away from your intended destination","Have the ability to fly but only at a maximum speed of 2 miles per hour","False","n/a","False",5,5,1,1,0,0,1,0,0
"1716783016752-NyengJGF","2024-05-27 00:00:00","","Have an exclusive behind the scenes documentary about your favorite TV show","Have the opportunity to attend the show's wrap party","False","n/a","False",5,5,1,0.6,0.4,0,0,0,0
"1716783019689-zOpItdqN","2024-05-27 00:00:00","","Have a curated collection of limited-edition sneakers from your favorite Asian streetwear brands","Have an exclusive limited collection of anime merchandise","False","n/a","False",5,4,0.8,0.25,0.75,0,2,0,0
"1716783027467-ev2ZoyeV","2024-05-27 00:00:00","","Have a job that allows you to work remotely from anywhere in the world","Have a job that offers great work-life balance and stability","False","n/a","False",5,5,1,0.2,0.8,0,0,0,0
"1716783033979-jXZOBqOT","2024-05-27 00:00:00","","Be able to live forever ","Die right now ","False","n/a","False",5,5,1,0.8,0.2,0,1,0,0
"1716783035651-cFLqlfKb","2024-05-27 00:00:00","","Live forever and watch everyone you love, pass away ","Die young but watch over your loved ones try and get over your death ","False","n/a","False",5,5,1,0.4,0.6,0,1,0,0
"1716783036170-omjW2eso","2024-05-27 00:00:00","","Be the world champion but at an extremely irrelevant sport/hobby","Be able to do any sport/hobby but be extremely mediocre at it","False","n/a","False",5,5,1,0.6,0.4,0,0,0,0
"1716783039909-eDt7mw91","2024-05-27 00:00:00","","Win a trip to the moon","Win a trip to every country on Earth","False","n/a","False",5,5,1,0.6,0.4,1,1,0,0
"1716783044303-gm2YukzJ","2024-05-27 00:00:00","","Have the ability to speak with the dead","Have the ability to see the future","False","n/a","False",5,5,1,0.2,0.8,0,0,0,0
"1716783045939-QWN1wRLS","2024-05-27 00:00:00","","Have an uncontrollable urge to dance every time you hear music","Have an uncontrollable urge to sing loudly every time you see a dog","False","n/a","False",5,5,1,0.6,0.4,0,1,0,0
"1716832421590-7sWmomDQ","2024-05-28 00:00:00","","curly hair","straight hair","False","n/a","True",5,5,1,0.4,0.6,1,0,0,0
"1716895362246-UAdsPpEh","2024-05-28 00:00:00","","Anime","K-pop ","False","n/a","True",5,5,1,1,0,1,0,0,0
"1716925305770-QAGo9K8k","2024-05-29 00:00:00","","go to an aespa concert","go to a newjeans concert","False","n/a","True",5,3,0.6,0.6666666666666666,0.3333333333333333,0,0,0,1
"1716956936742-zQrT2QV6","2024-05-29 00:00:00","","be famous for your talent","be famous for your generosity","True","n/a","False",5,3,0.6,0.6666666666666666,0.3333333333333333,0,0,0,0
"1717046765733-BBb9HWy1","2024-05-30 00:00:00","When falling on the ground, ","your arm broken that takes 3 months to recover","your smartphone screen broken (still functioning)","False","n/a","True",5,5,1,0.4,0.6,0,0,0,0
"1717167286480-gQ5PKoOM","2024-05-31 00:00:00","who's a better k-drama character?","Oh Soo-jae (Why her)","Nak-su/Mu-deok (Alchemy of Souls)","False","n/a","True",5,2,0.4,0.5,0.5,0,0,0,3
"1717744582570-yCyLGIoF","2024-06-07 00:00:00","Better SciFi","Star Wars","Star Trek","False","n/a","True",5,4,0.8,1,0,2,1,0,0
"1718162856368-CTXNwtOX","2024-06-12 00:00:00","","be attacked by one angry dog","have a sewer rat run up your pants","False","n/a","True",5,5,1,0.8,0.2,0,0,0,0
"1718760536858-x8RRuEHi","2024-06-19 00:00:00","Best Arya Stark quote","Not today.","A girl has no name.","False","n/a","True",5,4,0.8,0.75,0.25,1,1,0,0
"1718788967595-VRVEYrLJ","2024-06-19 00:00:00","","drink lava","eat rocks","False","n/a","True",5,3,0.6,0,1,1,2,0,1
"1718789824907-0YKA3Qdr","2024-06-19 00:00:00","","Ranked Masters in Brawl stars","over 100k trophy count in brawl stars","False","n/a","True",5,1,0.2,1,0,0,0,0,2
"1718789920285-mVTEBKNO","2024-06-19 00:00:00","","LA Lakers","Golden State Warrior","False","n/a","True",5,3,0.6,0.6666666666666666,0.3333333333333333,2,0,0,0
"1718790693978-k4IDYj5x","2024-06-19 00:00:00","","laugh for the rest of your life","cry for the rest of your life","False","n/a","True",5,4,0.8,0.75,0.25,1,0,0,0
"1716782933157-asJgw4UX","2024-05-27 00:00:00","","Have a lifetime supply of pizza","Have super strenght","False","n/a","False",4,4,1,0.25,0.75,0,2,0,0
"1716782933670-ldhQVLdE","2024-05-27 00:00:00","","Have a guaranteed A+ in every class but you can never take a break","Have a personal chef who cooks gourmet meals for you but they can only use mystery ingredients","False","n/a","False",4,4,1,0.5,0.5,0,1,0,0
"1716782939006-GqjRzsYe","2024-05-27 00:00:00","","Be able to control fire","Be able to control electricity","False","n/a","False",4,4,1,0.5,0.5,0,2,0,0
"1716782939536-fZcr3mZi","2024-05-27 00:00:00","","Eat a spoonful of mustard every morning","Eat a tablespoon of hot sauce every night before bed","False","n/a","False",4,4,1,1,0,0,0,0,0
"1716782941140-WnAYj00j","2024-05-27 00:00:00","","Get a free trip to Comic Con in Tokyo","Get a free trip to Comic Con in Seoul","False","n/a","False",4,4,1,0.5,0.5,0,0,0,0
"1716782943604-zzGPKp3g","2024-05-27 00:00:00","","Have a personal robot assistant","Have a personal hologram assistant","False","n/a","False",4,3,0.75,0.6666666666666666,0.3333333333333333,0,0,0,0
"1716782945283-quR297nA","2024-05-27 00:00:00","","Front row seat at the Super Bowl","Front row seat at the FIFA World Cup","False","n/a","False",4,4,1,0.75,0.25,0,0,0,0
"1716782952821-NciTzlP5","2024-05-27 00:00:00","","Have the ability to instantly master any TikTok dance challenge","Have the power to create viral memes that everyone shares","False","n/a","False",4,4,1,0.5,0.5,0,2,0,0
"1716782953341-en1Ot2Q2","2024-05-27 00:00:00","","Live in a huge mansion but only be allowed to eat bland, unseasoned food","Live in a tiny house but have the most amazing gourmet meals every day","False","n/a","False",4,4,1,0.25,0.75,0,0,0,0
"1716782960936-urbvVTdk","2024-05-27 00:00:00","","Have a personal driver","Have a personal masseuse","False","n/a","False",4,4,1,0.5,0.5,0,3,0,0
"1716782962559-ltSWnNU5","2024-05-27 00:00:00","","Have the power to bring back a beloved Asian TV show for another season","Have the ability to revive a disbanded K-pop group","False","n/a","False",4,3,0.75,0.6666666666666666,0.3333333333333333,1,0,0,0
"1716782967582-ba60TIpK","2024-05-27 00:00:00","","Have a closet filled with designer clothing but you can never wear the same outfit twice","Have a perfectly curated capsule wardrobe that always makes you look stylish and put together","False","n/a","False",4,3,0.75,0.3333333333333333,0.6666666666666666,0,0,0,0
"1716782973192-9PFZpMdS","2024-05-27 00:00:00","","Have a personal styling session with a famous fashion designer","Have a private gaming session with a popular online streamer","False","n/a","False",4,4,1,0,1,0,0,0,0
"1716782975797-Bl6KgA4v","2024-05-27 00:00:00","","Have a private meeting with your favorite professional athlete","Have the chance to compete against them in their respective sport?","False","n/a","False",4,4,1,0.5,0.5,0,0,0,0
"1716782981910-ypfClSUk","2024-05-27 00:00:00","","Have a one-on-one interview with a world leader","Have the opportunity to interview your favorite fictional character","False","n/a","False",4,3,0.75,0.3333333333333333,0.6666666666666666,0,0,0,0
"1716782982425-OAadE5Fu","2024-05-27 00:00:00","","Have the opportunity to collaborate on a song with your favorite musician ","Have a guest appearance in a popular television series","False","n/a","False",4,4,1,0.75,0.25,0,0,0,0
"1716782986855-LUhqUeiP","2024-05-27 00:00:00","","Have a locker that can magically organize all your books and supplies but occasionally eats your lunch","Have a magical notebook that completes your homework assignments for you, but it also doodles funny pictures all over them","False","n/a","False",4,4,1,0.25,0.75,0,0,0,0
"1716782994600-7TNAYLxu","2024-05-27 00:00:00","","Have the ability to become an overnight social media sensation but you can never monetize your platform","Have a dedicated and engaged audience but you can never reveal your true identity or appearance","False","n/a","False",4,4,1,0,1,1,1,0,0
"1716783001446-xA4oeauW","2024-05-27 00:00:00","","Have free wifi wherever you go","Have free coffee for life","False","n/a","False",4,4,1,1,0,1,1,0,0
"1716783008080-4pjrDJar","2024-05-27 00:00:00","","Be able to speak all human languages","Communicate with animals","False","n/a","False",4,4,1,0.5,0.5,0,0,0,0
"1716783009168-4gvYs8xZ","2024-05-27 00:00:00","","Have a cafeteria that serves unlimited pizza but it's only topping is pineapple","Have a vending machine that dispenses free snacks but only when you do a silly dance in front of it","False","n/a","False",4,4,1,0.5,0.5,0,0,0,0
"1716783014154-0T7MZ3C9","2024-05-27 00:00:00","","Have the opportunity to meet your favorite K-pop idol ","Attend a music festival headlined by all your favorite international artists","False","n/a","False",4,3,0.75,0.3333333333333333,0.6666666666666666,1,1,0,0
"1716783019095-XMk4oTCs","2024-05-27 00:00:00","","Have the talent to become a famous fashion designer","Have the ability to create your own popular beauty brand","False","n/a","False",4,4,1,0.25,0.75,0,0,0,0
"1716783020289-pigFUwZW","2024-05-27 00:00:00","","Have the ability to attend any major sporting event of your choice","Have front-row seats to every movie premiere for the next five years","False","n/a","False",4,3,0.75,0.6666666666666666,0.3333333333333333,0,0,0,0
"1716783021862-7NsIFhVB","2024-05-27 00:00:00","","Play the part of a superhero","Play the part of a supervillain","False","n/a","False",4,4,1,0.75,0.25,0,0,0,0
"1716783022473-IleCLPjP","2024-05-27 00:00:00","","Be able to speak to animals","Be able to speak all human languages","False","n/a","False",4,4,1,0.75,0.25,0,0,0,0
"1716783028080-ktK8UgVq","2024-05-27 00:00:00","","Have a subscription service that automatically replenishes your everyday essentials but limits your choices to select brands","Have the freedom to choose any brand you want but have to manually restock your essentials each time","False","n/a","False",4,3,0.75,0.6666666666666666,0.3333333333333333,0,0,0,0
"1716783030432-GsRH4fRD","2024-05-27 00:00:00","","Have a fridge that automatically orders your favorite snacks when you run out but you can't decide fully what you get to order","Have a fridge that onlhy stocks your essentials but has a built in karaoke machine and performs songs when it notices you feel sad","False","n/a","False",4,3,0.75,0.3333333333333333,0.6666666666666666,0,0,0,1
"1716783031053-FuYZ5c4e","2024-05-27 00:00:00","","Have a personal trainer who can magically transform your body overnight but they also follow you around everywhere, constantly shouting motivational quotes","Have a personal stylist who can dress you in the latest fashion trends but they also insist on adding a fanny pack to every outfit","False","n/a","False",4,4,1,0.5,0.5,0,1,0,0
"1716783032212-fvgqYjcG","2024-05-27 00:00:00","","Only drink water","Never drink water again","False","n/a","False",4,4,1,0.5,0.5,1,0,0,0
"1716783032740-mBoj3ZSr","2024-05-27 00:00:00","","tea","coffee","False","n/a","False",4,3,0.75,0,1,0,0,0,0
"1716783035063-JjvgPF52","2024-05-27 00:00:00","","Forever young but never finds true love","Finds true love but only lives 30 years","False","n/a","False",4,4,1,0.75,0.25,0,0,0,0
"1716783038253-8RdVAaRO","2024-05-27 00:00:00","","Be able to fly as high as you want without consequences","Be able to swim as deep as you want without consequences","False","n/a","False",4,3,0.75,0.3333333333333333,0.6666666666666666,0,0,0,0
"1716783038889-qEFwZlg3","2024-05-27 00:00:00","","be smart","be diligent","False","n/a","False",4,3,0.75,1,0,0,0,0,0
"1716783045378-FCuOBIEJ","2024-05-27 00:00:00","","Get a free annual pass to Disneyland","Get a free annual pass to Universal Studios","False","n/a","False",4,4,1,0.5,0.5,0,0,0,0
"1716809270884-vO7zRTj2","2024-05-27 00:00:00","Try this…","Super handsome but never gonna own/spend a penny","Super rich but unacceptably ugly","False","n/a","True",4,4,1,0.75,0.25,2,3,0,0
"1716825582511-RtI2OmDI","2024-05-27 00:00:00","One of the all-time great rivalries in F1","Senna","Prost","False","n/a","True",4,3,0.75,0.6666666666666666,0.3333333333333333,0,0,0,1
"1716895279934-GNSTfNRz","2024-05-28 00:00:00","","Anime ","Koop ","False","n/a","True",4,2,0.5,0.5,0.5,0,0,0,0
"1717051051414-AR27Pgfs","2024-05-30 00:00:00","","Jokic","Doncic","False","n/a","True",4,3,0.75,1,0,0,0,0,1
"1717167226018-HW3aSwQz","2024-05-31 00:00:00","which is the better character?","Kim Bok Joo (Weightlifting Fairy Kim Bok Joo)","Woo Young Woo (Extraordinary Attorney Woo)","False","n/a","True",4,2,0.5,0,1,0,0,0,2
"1717167643339-EQilqXvJ","2024-05-31 00:00:00","who's the better k-drama character?","Park Chang-ho (Big Mouth)","Shim Eun-seok (Juvenile Justice)","False","n/a","True",4,2,0.5,1,0,0,0,0,1
"1717167686084-MJlkV9vo","2024-05-31 00:00:00","who is the better character?","Kim Shin (Guardian: The lonely & Great God)","Yeom Mi-jeong (My liberation Notes)","False","n/a","True",4,3,0.75,0.3333333333333333,0.6666666666666666,0,0,0,1
"1718162817928-5KElw6l7","2024-06-12 00:00:00","","have bad luck in the kitchen","had bad luck in the bedroom","False","n/a","True",4,4,1,0.5,0.5,0,1,0,0
"1718162900956-Xl1MKaSl","2024-06-12 00:00:00","","get a misinterpreted foreign symbol tattoo","get a tattoo of your ex's name","False","n/a","True",4,4,1,1,0,0,0,0,0
"1718759770913-9L5PpNu5","2024-06-19 00:00:00","","IU","BLACKPINK","False","n/a","True",4,4,1,0.5,0.5,1,13,0,0
"1718760050773-VYdZg5tQ","2024-06-19 00:00:00","Which anime","SPY×FAMILY","The Apothecary Diaries","False","n/a","True",4,4,1,0.75,0.25,2,4,0,0
"1718789885643-sGGILnkJ","2024-06-19 00:00:00","","Dallas Mavericks","Golden State warriors","False","n/a","True",4,2,0.5,0,1,1,1,0,1
"1718791341543-k62Fxlyg","2024-06-19 00:00:00","","Cook in basketball","Cook in gaming","False","n/a","True",4,4,1,0.75,0.25,1,0,0,0
"1718791467810-g5OB7RYo","2024-06-19 00:00:00","","double jump and dash like jett in real life","be able to drink speed and strength potions in real life","False","n/a","True",4,3,0.75,0.6666666666666666,0.3333333333333333,0,0,0,0
"1716782323384-nrgcGpbe","2024-05-27 00:00:00","","SAMSUNG","APPLE","False","n/a","False",3,3,1,0.3333333333333333,0.6666666666666666,0,0,0,0
"1716782937348-N9McwqZo","2024-05-27 00:00:00","","Have a subscription to a streaming service that has every movie and TV show but lots of ads","Have a subscription with limited content but no ads at all","False","n/a","False",3,2,0.6666666666666666,1,0,0,1,0,0
"1716782938493-UgKoerrW","2024-05-27 00:00:00","","Only watch YouTube Shorts forever","Only watch Instagram Reels forever","False","n/a","False",3,2,0.6666666666666666,0.5,0.5,0,1,0,1
"1716782940067-JAQEq9rg","2024-05-27 00:00:00","","Solve a great mystery of the past","Discover a great secret of the universe","False","n/a","False",3,3,1,0.6666666666666666,0.3333333333333333,0,0,0,0
"1716782949522-uCzVGMkN","2024-05-27 00:00:00","","Have the ability to control squirrels","Have the ability to make people sneeze on command","False","n/a","False",3,3,1,0.6666666666666666,0.3333333333333333,0,1,0,0
"1716782950084-3hyiIEOB","2024-05-27 00:00:00","","Take care of animals in a shelter","Take care of children in an orphanage","False","n/a","False",3,2,0.6666666666666666,1,0,0,0,0,0
"1716782951166-9qKFyVeb","2024-05-27 00:00:00","","Have a rewind button for your life","Have a pause button for the world","False","n/a","False",3,3,1,1,0,1,0,0,0
"1716782955557-0A2mlGL0","2024-05-27 00:00:00","","Have a bottomless bowl of guacamole","Have an unlimited supply of pizza","False","n/a","False",3,2,0.6666666666666666,0,1,0,0,0,0
"1716782956070-23g7CtQV","2024-05-27 00:00:00","","Find your forever love on ""Love is Blind""","Find a hot flilng on ""Too Hot To Handle""","False","n/a","False",3,1,0.3333333333333333,0,1,0,0,0,1
"1716782957778-8VgMw8ZZ","2024-05-27 00:00:00","","Be able to control time","Be able to alter reality","False","n/a","False",3,3,1,0.3333333333333333,0.6666666666666666,0,0,0,0
"1716782959288-R9DyQFfX","2024-05-27 00:00:00","","Live without the internet","Live without music","False","n/a","False",3,2,0.6666666666666666,0,1,1,1,0,1
"1716782965430-i4KGnYn7","2024-05-27 00:00:00","","Have the ability to change your appearance at will","Have the ability to change your voice at will","False","n/a","False",3,3,1,1,0,0,0,0,0
"1716782966460-m4EBWmj8","2024-05-27 00:00:00","","Be able to speak every language fluently","Be able to play every instrument perfectly","False","n/a","False",3,3,1,0.6666666666666666,0.3333333333333333,0,1,0,0
"1716782971655-cFerl9IJ","2024-05-27 00:00:00","","Have a laptop with unlimited battery life but it can only access educational websites","Have a smartwatch that can instantly solve any math problem but it occasionally beeps loudly during lectures","False","n/a","False",3,2,0.6666666666666666,0.5,0.5,0,0,0,0
"1716782976333-J1w6RfZv","2024-05-27 00:00:00","","Have the ability to speak to animals but they can only communicate through interpretive dance","Have the power to talk to plants but they only speak in riddles","False","n/a","False",3,2,0.6666666666666666,0,1,0,0,0,0
"1716782976868-iQqPgt0u","2024-05-27 00:00:00","","Have spaghetti for hair","Have meatballs for eyes","False","n/a","False",3,3,1,1,0,0,0,0,0
"1716782983563-z5CFQ87l","2024-05-27 00:00:00","","Have a personal VR gaming setup with unlimited access to all the latest games","Have a private home theater with a massive screen for movie marathons","False","n/a","False",3,3,1,0.6666666666666666,0.3333333333333333,0,0,0,0
"1716782984696-QFBnP1dP","2024-05-27 00:00:00","","Have the ability to instantly recover from any hangover but you can only communicate in limericks for 24 hours","Have the ability to instantly recover from any hangover but you can only communicate in limericks for 24 hours","False","n/a","False",3,1,0.3333333333333333,0,1,0,0,0,1
"1716782992483-gFMm5gai","2024-05-27 00:00:00","","Have all your shirts be 2 sizes too big","Have all your pants be 2 sizes too small","False","n/a","False",3,3,1,1,0,0,0,0,0
"1716782993560-1W3pGAl8","2024-05-27 00:00:00","","Have a phone with incredible battery life but a terrible camera","Have a phone with a fantastic camera but a battery that drains quickly","False","n/a","False",3,2,0.6666666666666666,1,0,0,0,0,0
"1716782995668-M4GHQCLV","2024-05-27 00:00:00","","Have the power to bring peace to the world","Have unlimited wealth","False","n/a","False",3,2,0.6666666666666666,0,1,0,1,0,0
"1716782996182-X1fa3Wy2","2024-05-27 00:00:00","","Be so funny everyone laughs the moment you speak","Be so charming everyone crushes on you the moment you speak","False","n/a","False",3,3,1,0,1,0,0,0,0
"1716782998607-P59qcO3h","2024-05-27 00:00:00","","Live in Minecraft world","Live in Roblox world","False","n/a","False",3,2,0.6666666666666666,0,1,0,0,0,1
"1716783004483-NlnX6xNZ","2024-05-27 00:00:00","","Have a photographic memory","Have an extraordinary talent for solving puzzles","False","n/a","False",3,2,0.6666666666666666,1,0,0,0,0,0
"1716783005032-MbNqsW2E","2024-05-27 00:00:00","","Have to say IJBOL out loud every time you laugh","Have to narrate your own life like a vlogger","False","n/a","False",3,1,0.3333333333333333,0,1,0,0,0,2
"1716783005661-6lcrTNrq","2024-05-27 00:00:00","","Have a rewind button for your life","Have a pause button for your life","False","n/a","False",3,3,1,1,0,0,0,0,0
"1716783006801-YBNzupdU","2024-05-27 00:00:00","","Go back 10 years","Fast forward 10 years","False","n/a","False",3,3,1,0.3333333333333333,0.6666666666666666,0,0,0,0
"1716783010852-oNLPWPqp","2024-05-27 00:00:00","","Have a shopping spree with a celebrity stylist who chooses all your outfits but you have to wear branded clothing head to toe","Have complete style freedo but can only shop at thrift stores and discount retailers","False","n/a","False",3,3,1,0.3333333333333333,0.6666666666666666,0,0,0,0
"1716783021363-IAJK0epd","2024-05-27 00:00:00","","Get to have a dinner with your childhood hero","Get to have a dinner with your celebrity crush","False","n/a","False",3,3,1,1,0,0,0,0,0
"1716783025137-72iYqq4N","2024-05-27 00:00:00","","Have a magical credit card that never maxes out but every purchase requires you to do a dance in public","Have a device that instantly fixes any broken technology but only works if you sing a song to it","False","n/a","False",3,3,1,0.3333333333333333,0.6666666666666666,0,0,0,0
"1716783026339-ZfqZCcLB","2024-05-27 00:00:00","","Discover a new planet","Discover a new species on Earth","False","n/a","False",3,3,1,0.6666666666666666,0.3333333333333333,0,0,0,0
"1716783028608-VVaFXoA5","2024-05-27 00:00:00","","Have the ability to instantly find the best deals on any product but you can only shop during limited-time flash sales","Have access to exclusive pre-order privileges but you can never get discounts or promotions","False","n/a","False",3,2,0.6666666666666666,0.5,0.5,0,1,0,0
"1716783033418-a19e2ECL","2024-05-27 00:00:00","","You can never sing your fav songs","You can never hear your fav songs","False","n/a","False",3,3,1,1,0,0,0,0,0
"1717167742773-pfwyLZdF","2024-05-31 00:00:00","who's the better character?","Hwang Do-hee (Queenmaker)","Seong Gi-hun (Squid Game)","False","n/a","True",3,2,0.6666666666666666,0,1,0,0,0,0
"1718076499400-G6JXzcUc","2024-06-11 00:00:00","","Have a personal chef","Have a personal driver","False","n/a","True",3,2,0.6666666666666666,0.5,0.5,0,0,0,0
"1718760300686-ANB9qGNJ","2024-06-19 00:00:00","Who would you rather have on your side","Daenerys Targaryen","Arya Stark","False","n/a","True",3,2,0.6666666666666666,0.5,0.5,1,2,0,1
"1718788703524-eyojQBSJ","2024-06-19 00:00:00","","To the moon","Go to zero","False","n/a","True",3,2,0.6666666666666666,1,0,1,2,0,0
"1718789057403-CLqzKx1Q","2024-06-19 00:00:00","","radiant in valorant but have no skins","iron in valorant but have all skins","False","n/a","True",3,3,1,0.6666666666666666,0.3333333333333333,0,0,0,0
"1718789202772-s2TY5EHV","2024-06-19 00:00:00","","chinese kung fu","japanese karate","False","n/a","True",3,1,0.3333333333333333,1,0,0,0,0,1
"1718791366108-gzmVDhg2","2024-06-19 00:00:00","","200 friends but each friend has a bad habit","1 friend but that friend only has good habits","False","n/a","True",3,2,0.6666666666666666,0,1,0,0,0,0
"1718791481262-EoSqkHED","2024-06-19 00:00:00","","phoenix","Reyna","False","n/a","True",3,2,0.6666666666666666,0,1,0,0,0,1
"1718942389489-ZbLdNmyI","2024-06-21 00:00:00","Girl's Name","Iyla","Jayla","False","n/a","True",3,1,0.3333333333333333,1,0,0,0,0,2
"1718953429103-lbeZLq4U","2024-06-21 00:00:00","Which came first?","Chicken 🐔","Egg 🥚","False","n/a","True",3,3,1,0.6666666666666666,0.3333333333333333,1,1,0,0
"1716782941724-uvK4souj","2024-05-27 00:00:00","","Have the ability to attend any music festival in Asia","Have backstage access to all the major award shows in the region","False","n/a","False",2,2,1,0.5,0.5,0,0,0,0
"1716782944751-0zEOmuWt","2024-05-27 00:00:00","","Not sleep more than 2 hours for a year but make enough to retire in 10 years time","Sleep 8 hours every day for your whole life but you have to work until you're 70","False","n/a","False",2,2,1,0.5,0.5,0,0,0,0
"1716782948938-mpMn8vI0","2024-05-27 00:00:00","","Have the power to instantly learn and master any dance move","Have the ability to sing like a famous artist for one night only","False","n/a","False",2,1,0.5,1,0,0,0,0,0
"1716782954351-AO9gnu7c","2024-05-27 00:00:00","","Play Fortnite for 48 hours straight","Play PUBG for 48 hours straight","False","n/a","False",2,1,0.5,1,0,0,0,0,1
"1716782961466-6GesNCdK","2024-05-27 00:00:00","","Attend a BTS concert","Attend a Blackpink concert","False","n/a","False",2,2,1,0,1,0,1,0,0
