post_id,Date Added,Caption,Option 1,Option 2,Sponsor?,id,UGC?,# Views,# Resps,% R/V,% Opt1,% Opt2,# Likes,# Comments,# Bookmarks,# Skips,Tags,Polarization Score,Engagement Score,Virality Index
1716782980777-ZBZXyniz,2024-05-27 00:00:00,,Have a conversation with your favorite celebrity for 10 minutes,Have a lifetime supply of free concert tickets to any artist's shows,False,,False,6,6,1.0,0.3333333333333333,0.6666666666666666,0,0,0,0,"Celebs, Music",0.6666666666666667,1.048344034391865,1.7862580257938987
1716782985218-MoHMHR6B,2024-05-27 00:00:00,,Have the talent to become a professional esports player,Have the ability to create viral dance challenges that everyone participates in,False,,False,6,6,1.0,1.0,0.0,0,1,0,0,"Gaming, Music",0.0,1.3395507106118274,1.0046630329588706
1716782986314-r5VmpLWX,2024-05-27 00:00:00,,Have unlimited money for a year,Never have to sleep again,False,,False,6,6,1.0,1.0,0.0,0,1,0,0,"Life choices, Personal finance tips",0.0,1.3395507106118274,1.0046630329588706
1716782988681-SIbznQZF,2024-05-27 00:00:00,,Win a Nobel Prize,Win an Olympic gold medal,False,,False,6,5,0.8333333333333334,0.4,0.6,0,1,0,0,"Current Events, Sports",0.8,1.2230680401238423,1.9173010300928817
1716782989241-8I3isjcM,2024-05-27 00:00:00,,Have a personal chef,Have a personal stylist,False,,False,6,6,1.0,0.8333333333333334,0.1666666666666666,0,0,0,0,"Fashion, Food and dining experiences",0.33333333333333326,1.048344034391865,1.2862580257938987
1716782998026-YruqRUiT,2024-05-27 00:00:00,,Have a personal gaming setup with all the latest consoles and games,Have the opportunity to visit the virtual world of your favorite video game,False,,False,6,5,0.8333333333333334,0.8,0.2,1,1,0,0,Gaming,0.3999999999999999,1.3686713782338236,1.5265035336753674
1716782999773-hQgDiydX,2024-05-27 00:00:00,,Have the power to instantly purchase any item you desire but you can never return or exchange it,Have a personal finance advisor who stops you from making any unnecessary purchases but they also delete your favorite shopping apps,False,,False,6,4,0.6666666666666666,0.5,0.5,0,0,0,0,"Business and Finance, Personal finance tips",1.0,0.815378693415895,1.6115340200619213
1716783000354-PPThoEo0,2024-05-27 00:00:00,,Live in a utopian virtual reality,Live in a perfect society on Earth,False,,False,6,6,1.0,0.6666666666666666,0.3333333333333333,0,0,0,0,"Hypothetical, Life choices",0.6666666666666667,1.048344034391865,1.7862580257938987
1716783003190-zQ02o6i1,2024-05-27 00:00:00,,Have the power to instantly learn any musical instrument but you can only play it perfectly while wearing a chicken costume,Have the ability to speak and understand every language in the world but your voice sounds like Mickey Mouse,False,,False,6,6,1.0,0.3333333333333333,0.6666666666666666,0,1,0,0,"Hypothetical, Life choices, Music",0.6666666666666667,1.3395507106118274,2.0046630329588706
1716783007500-N2MOz5k0,2024-05-27 00:00:00,,Have the ability to instantly recall any information during exams but you have to wear a ridiculous costume,Have a magic backpack that always has the exact textbook you need but occasionally transforms into a live animal,False,,False,6,4,0.6666666666666666,0.5,0.5,0,0,0,0,"Hypothetical, Life choices",1.0,0.815378693415895,1.6115340200619213
1716783008668-eguyaIik,2024-05-27 00:00:00,,Have a love troupe where the other person loves you but cant show as a curse,Have a love troupe where both of you sacrifice yourself for each other and meet but a cursed fate,False,,False,6,3,0.5,0.0,1.0,0,1,0,1,"Dating, Hypothetical, Life choices",0.0,0.9027406962818838,0.6770555222114129
1716783017321-KJY1Du8N,2024-05-27 00:00:00,,Have free access to concerts and music festivals for the rest of your life,Have free access to all sporting events for the rest of your life,False,,False,6,5,0.8333333333333334,0.4,0.6,2,1,0,0,"Music, Sports",0.8,1.5142747163438048,2.1357060372578536
1716783018441-EZWEc8lN,2024-05-27 00:00:00,,Have a personal theme song that plays every time you enter a room but it's sung by a tone-deaf choir,Have your own personal dance crew that follows you everywhere but they only know one dance move,False,,False,6,5,0.8333333333333334,0.4,0.6,0,2,0,1,"Music, Personal Experiences",0.8,1.4269127134778161,2.0701845351083623
1716783036719-mmrZfszL,2024-05-27 00:00:00,,Have the ability to change anything about yourself but it leaves a negative effect on the world,Have the ability to change anything about the world but it leaves a negative effect on yourselt,False,,False,6,5,0.8333333333333334,0.6,0.4,1,0,0,0,"Ethics, Life choices, Personal Experiences",0.8,1.0774647020138612,1.808098526510396
1716783037231-HKqZ8rW9,2024-05-27 00:00:00,,be in a character in your favorite game/shows,the ideas you make in your head becomes real and gets alot of recognition,False,,False,6,6,1.0,0.3333333333333333,0.6666666666666666,1,1,0,0,"Gaming, TV shows, Writing",0.6666666666666667,1.4851540487218087,2.113865536541357
1716783037736-u805EeEe,2024-05-27 00:00:00,,live a peaceful life without happiness ,have freedom but lose everything ,False,,False,6,6,1.0,0.8333333333333334,0.1666666666666666,0,0,0,0,"Life choices, Mental health, Personal Experiences",0.33333333333333326,1.048344034391865,1.2862580257938987
1716783041530-mQhttIFg,2024-05-27 00:00:00,,Have the ability to summon any celebrity as your personal shopping buddy but they will always criticize your fashion choices,Have a magical closet that always gives you the perfect outfit but it randomly changes your hairstyle every day,False,,False,6,4,0.6666666666666666,0.5,0.5,0,0,0,0,"Celebs, Fashion",1.0,0.815378693415895,1.6115340200619213
1716783042587-mD9KYdv2,2024-05-27 00:00:00,,Be single for 20 years but find the one true love of your life,Have many incredible relationships but none last forever,False,,False,6,5,0.8333333333333334,0.8,0.2,0,0,0,0,"Dating, Life choices, Personal Experiences",0.3999999999999999,0.93186136390388,1.1988960229279098
1716783046634-AMtOKzLu,2024-05-27 00:00:00,,"Have the power to control technology with your mind but every time you do, a random gadget breaks",Have the ability to communicate with plants but they insult you constantly,False,,False,6,5,0.8333333333333334,1.0,0.0,0,0,0,0,"Hypothetical, Life choices, New gadgets",0.0,0.93186136390388,0.69889602292791
1716847149272-BrGFPk2v,2024-05-28 00:00:00,,Have a million dollar ,Have parents who have a million dollar,False,,True,6,5,0.8333333333333334,0.6,0.4,1,0,0,0,"Business and Finance, Personal finance tips",0.8,1.0878521840422624,1.8158891380316968
1716977475216-DYo6EvR8,2024-05-29 00:00:00,Who’s your man???,Go Jun Pyo (boys over flowers),Baek Yi Jin (2521),False,,True,6,2,0.3333333333333333,0.0,1.0,0,0,0,3,"Celebs, Kpop, TV shows",0.0,0.3266716248107071,0.24500371860803033
1717483858545-pxb3PDzO,2024-06-04 00:00:00,"You are participating in a private death match to earn some money, would you rather fight with...",Wolverine,Deadpool,False,,True,6,6,1.0,0.5,0.5,1,0,0,0,"Gaming, Movies",1.0,1.3076088545055842,2.480706640879188
1718789871050-12jt2cMM,2024-06-19 00:00:00,,Lebron James,Steph curry,False,,True,6,6,1.0,0.5,0.5,2,3,0,0,Sports,1.0,3.654827436918708,4.241120577689031
1718789906977-lKfnG81U,2024-06-19 00:00:00,,Luka Doncic,Nikola Jokíc,False,,True,6,4,0.6666666666666666,0.25,0.75,3,2,0,1,Sports,0.5,2.8853900817779277,2.6640425613334457
1716782932626-rS53vXaL,2024-05-27 00:00:00,,Have the ability to talk to animals but they all speak in sarcastic remarks,Have the power to fly but you can only do it while wearing a chicken costume,False,,False,5,5,1.0,0.4,0.6,0,2,0,0,"Hypothetical, Life choices",0.8,1.4560333810998123,2.092025035824859
1716782934195-9YkeSsh0,2024-05-27 00:00:00,,Have a pet dinosaur,Have a pet dragon,False,,False,5,4,0.8,0.0,1.0,0,0,0,0,Hypothetical,0.0,0.7571373581719024,0.5678530186289268
1716782934847-PR0zhHON,2024-05-27 00:00:00,,Always have to take cold showers ,Never be able to use a smartphone again,False,,False,5,4,0.8,1.0,0.0,0,1,0,0,"Life choices, Personal Experiences",0.0,1.0483440343918649,0.7862580257938987
1716782935407-Oc4871RK,2024-05-27 00:00:00,,Have the power to control the minds of others,"Have the power to control the elements (earth, air, fire, water)",False,,False,5,5,1.0,0.8,0.2,0,1,0,0,"Ethics, Hypothetical",0.3999999999999999,1.1648267048798497,1.3736200286598872
1716782937886-hlt7dGkj,2024-05-27 00:00:00,,Have the ability to control time,Have the power of teleportation,False,,False,5,5,1.0,0.4,0.6,0,0,0,0,"Hypothetical, Life choices",0.8,0.8736200286598874,1.6552150214949155
1716782942384-JWsXC2Zu,2024-05-27 00:00:00,,Meet your favorite celebrity,Have a million followers on social media,False,,False,5,4,0.8,0.5,0.5,1,0,0,0,Celebs,1.0,0.9027406962818837,1.6770555222114127
1716782944212-pgoDlaJZ,2024-05-27 00:00:00,,Be a one-hit-wonder and make a lot of money but be irrelevant after,Be a super pop start with a few big albums once upon a time and paparazzis' still love you,False,,False,5,4,0.8,0.5,0.5,0,1,0,0,"Celebs, Music",1.0,1.0483440343918649,1.7862580257938987
1716782946455-7vGdkHme,2024-05-27 00:00:00,,Have the ability to binge-watch an entire season of any TV show in one day,Have early access to every new movie release,False,,False,5,4,0.8,0.5,0.5,0,1,0,0,"Movies, TV shows",1.0,1.0483440343918649,1.7862580257938987
1716782948210-3YGVttuT,2024-05-27 00:00:00,,Have a personal training session with a famous fitness guru,Have a private cooking lesson with a renowned chef,False,,False,5,5,1.0,0.2,0.8,0,1,0,0,"Celebs, Fitness, Food and dining experiences",0.3999999999999999,1.1648267048798497,1.3736200286598872
1716782956680-pCWFkThQ,2024-05-27 00:00:00,,Have a closet full of trendy clothes but limited storage space,Have a larger wardrobe with only basic outfits,False,,False,5,4,0.8,0.5,0.5,0,0,0,0,Fashion,1.0,0.7571373581719024,1.5678530186289268
1716782957208-UPVB8mq8,2024-05-27 00:00:00,,Have the ability to speak and understand all musical instruments,Have the ability to create beautiful artwork with a single touch?,False,,False,5,4,0.8,0.25,0.75,0,0,0,0,"Art, Music",0.5,0.7571373581719024,1.0678530186289268
1716782958293-z7Ac4euR,2024-05-27 00:00:00,,Have the ability to read people's minds but you can only hear their thoughts about what they secretly think of your fashion choices,Have the power to teleport but you can only do it in embarrassing dance moves,False,,False,5,5,1.0,0.0,1.0,0,1,0,0,"Fashion, Hypothetical, Life choices",0.0,1.1648267048798497,0.8736200286598873
1716782958800-g5NJ4oTL,2024-05-27 00:00:00,,Spend a year traveling the world ,Spend a year living in your favorite fictional universe,False,,False,5,5,1.0,0.2,0.8,0,0,0,0,"Hypothetical, Travel",0.3999999999999999,0.8736200286598874,1.1552150214949153
1716782962022-znvfJVhK,2024-05-27 00:00:00,,Be a famous musician,Be a famous actor/actress,False,,False,5,5,1.0,0.4,0.6,0,0,0,0,"Celebs, Movies, Music",0.8,0.8736200286598874,1.6552150214949155
1716782965935-arU2qcdU,2024-05-27 00:00:00,,Have the magical ability to change your hairstyle instantly,Have the magical ability to change your clothes instantly,False,,False,5,5,1.0,0.0,1.0,0,1,0,0,Fashion,0.0,1.1648267048798497,0.8736200286598873
1716782969810-TJMvyEBa,2024-05-27 00:00:00,,Be friends with a top Kpop group,Be a part of the top Kpop group,False,,False,5,5,1.0,0.6,0.4,0,2,0,0,"Celebs, Kpop, Music",0.8,1.4560333810998123,2.092025035824859
1716782971120-Uh5d4gJz,2024-05-27 00:00:00,,Get a free meal from Joliibees,Get a free meal from Chick-fil A,False,,False,5,3,0.6,0.6666666666666666,0.3333333333333333,0,0,0,0,Food and dining experiences,0.6666666666666667,0.6406546876839174,0.9804910157629381
1716782974193-KIlDmYPF,2024-05-27 00:00:00,,Have a permanent trail of glitter that follows you everywhere you go,Have your own personal rain cloud that only rains on you,False,,False,5,5,1.0,0.8,0.2,0,1,0,0,"Hypothetical, Personal Experiences",0.3999999999999999,1.1648267048798497,1.3736200286598872
1716782979053-Nzoz0Eoc,2024-05-27 00:00:00,,Have your own private island,Havve your own private jet,False,,False,5,5,1.0,0.8,0.2,1,0,0,0,Travel,0.3999999999999999,1.0192233667698687,1.2644175250774015
1716782980260-MwgjVyDs,2024-05-27 00:00:00,,Cosplay as Sailor Moon,Cosplay as Dragon Ball Z,False,,False,5,5,1.0,0.2,0.8,0,0,0,0,"Anime, Fashion",0.3999999999999999,0.8736200286598874,1.1552150214949153
1716782983014-ChXJnLVG,2024-05-27 00:00:00,,I love myself,I dont like the Person i am ,False,,False,5,4,0.8,0.75,0.25,0,0,0,0,"Mental health, Personal Experiences",0.5,0.7571373581719024,1.0678530186289268
1716782984117-cgtT3fxM,2024-05-27 00:00:00,,Have a job that allows you to travel the world and document your experiences on social media,Have a job that lets you work on cutting-edge technology projects,False,,False,5,5,1.0,0.0,1.0,0,1,0,0,"Business and Finance, Travel",0.0,1.1648267048798497,0.8736200286598873
1716782985729-12MqAU2u,2024-05-27 00:00:00,,Have unlimited creativity,Have unlimited knowledge,False,,False,5,5,1.0,0.2,0.8,1,1,0,0,Hypothetical,0.3999999999999999,1.310430042989831,1.4828225322423731
1716782987400-xxJUBLKO,2024-05-27 00:00:00,,Have the ability to attend any red carpet event of your choice,Have a front-row seat at Fashion Week in Paris,False,,False,5,5,1.0,0.6,0.4,0,1,0,0,"Celebs, Fashion",0.8,1.1648267048798497,1.8736200286598872
1716782989748-ovKAzzwz,2024-05-27 00:00:00,,Be required to narrate everything you do out loud,Be unable to use punctuations when you speak,False,,False,5,4,0.8,0.0,1.0,0,0,0,0,"Hypothetical, Life choices, Personal Experiences",0.0,0.7571373581719024,0.5678530186289268
1716782990262-UseSLUjh,2024-05-27 00:00:00,,Have a lifetime supply of your favorite food,Have a lifetime supply of your favorite drink,False,,False,5,4,0.8,0.75,0.25,0,0,0,0,Food and dining experiences,0.5,0.7571373581719024,1.0678530186289268
1716782990790-hUeyAxrP,2024-05-27 00:00:00,,Have the ability to time travel and attend iconic historical events,Be a part of the cast of your favorite TV series for one season,False,,False,5,5,1.0,0.6,0.4,0,1,0,0,"TV shows, Travel",0.8,1.1648267048798497,1.8736200286598872
1716782991328-cwH7DuOz,2024-05-27 00:00:00,,Have the baility to time. travel,Have the ability to read minds,False,,False,5,5,1.0,0.6,0.4,0,0,0,0,"Hypothetical, Life choices",0.8,0.8736200286598874,1.6552150214949155
1716782991900-2rqJK7Hm,2024-05-27 00:00:00,,Be able to fly like a bird,Be able to swim like a fish,False,,False,5,4,0.8,0.75,0.25,1,1,0,0,Nature,0.5,1.193947372501846,1.3954605293763844
1716782994058-cZTNxz4S,2024-05-27 00:00:00,,Have unlimited free Wi-Fi for life but every webpage takes 10 seconds to load,Have lightning-fast internet but every online purchase requires a 24-hour waiting period before it's confirmed,False,,False,5,5,1.0,0.4,0.6,1,1,0,0,"Business and Finance, New gadgets, Personal finance tips",0.8,1.310430042989831,1.9828225322423734
1716782995132-rl2wiCiM,2024-05-27 00:00:00,,Have a personal clone that attends all your classes for you but occasionally falls asleep and snores loudly,Have the power to freeze time during exams but it also freezes your ability to remember the answers,False,,False,5,3,0.6,0.0,1.0,0,0,0,0,"Hypothetical, Life choices, Personal Experiences",0.0,0.6406546876839174,0.48049101576293807
1716782996760-b9VS2fdv,2024-05-27 00:00:00,,Have a permanent clown wig,Have a permanent red clown nose,False,,False,5,5,1.0,0.8,0.2,0,1,0,0,Fashion,0.3999999999999999,1.1648267048798497,1.3736200286598872
1716782997368-ZPBB8Xqb,2024-05-27 00:00:00,,Have a permanently squeaky voice,Have a permanently montone voice,False,,False,5,4,0.8,0.25,0.75,0,1,0,1,"Life choices, Personal Experiences",0.5,0.9609820315258761,1.220736523644407
1716783000893-dDvDoewJ,2024-05-27 00:00:00,,Have a talking dog that only speaks in rhymes,Have a parrot that can only mimic the sound of car alarms,False,,False,5,5,1.0,1.0,0.0,0,0,0,0,Hypothetical,0.0,0.8736200286598874,0.6552150214949155
1716783003757-FrMyrg6q,2024-05-27 00:00:00,,Live in a world without social media,Live in a world without streaming services,False,,False,5,5,1.0,0.2,0.8,1,2,0,0,"New gadgets, Personal Experiences",0.3999999999999999,1.6016367192097936,1.7012275394073453
1716783009693-mIiR2Utd,2024-05-27 00:00:00,,Have a personal photographer,Have a personal chefc,False,,False,5,4,0.8,0.0,1.0,0,0,0,0,"Celebs, Fashion, Food and dining experiences",0.0,0.7571373581719024,0.5678530186289268
1716783011966-149cEhyT,2024-05-27 00:00:00,,Travel back in time to meet your ancestors,Travel to the future to meet your descendants,False,,False,5,5,1.0,0.4,0.6,0,0,0,0,"Family, Personal Experiences, Travel",0.8,0.8736200286598874,1.6552150214949155
1716783014781-A75QAAqb,2024-05-27 00:00:00,,Spend a day with Mr. Beast,Spend a day with Joe Rogan,False,,False,5,5,1.0,0.8,0.2,0,2,0,0,Celebs,0.3999999999999999,1.4560333810998123,1.592025035824859
1716783015402-tttk75QE,2024-05-27 00:00:00,,Have a pocket that is literally impossible to lose anything,Have a magical fridge that never runs out of your favorite snack,False,,False,5,5,1.0,0.2,0.8,0,1,0,0,"Food and dining experiences, Personal Experiences",0.3999999999999999,1.1648267048798497,1.3736200286598872
1716783015935-QqFizAtl,2024-05-27 00:00:00,,Have the ability to teleport but always end up a few feet away from your intended destination,Have the ability to fly but only at a maximum speed of 2 miles per hour,False,,False,5,5,1.0,1.0,0.0,0,1,0,0,"Hypothetical, Travel",0.0,1.1648267048798497,0.8736200286598873
1716783016752-NyengJGF,2024-05-27 00:00:00,,Have an exclusive behind the scenes documentary about your favorite TV show,Have the opportunity to attend the show's wrap party,False,,False,5,5,1.0,0.6,0.4,0,0,0,0,"Celebs, TV shows",0.8,0.8736200286598874,1.6552150214949155
1716783019689-zOpItdqN,2024-05-27 00:00:00,,Have a curated collection of limited-edition sneakers from your favorite Asian streetwear brands,Have an exclusive limited collection of anime merchandise,False,,False,5,4,0.8,0.25,0.75,0,2,0,0,"Anime, Fashion",0.5,1.3395507106118272,1.5046630329588704
1716783027467-ev2ZoyeV,2024-05-27 00:00:00,,Have a job that allows you to work remotely from anywhere in the world,Have a job that offers great work-life balance and stability,False,,False,5,5,1.0,0.2,0.8,0,0,0,0,"Business and Finance, Personal finance tips, Travel",0.3999999999999999,0.8736200286598874,1.1552150214949153
1716783033979-jXZOBqOT,2024-05-27 00:00:00,,Be able to live forever ,Die right now ,False,,False,5,5,1.0,0.8,0.2,0,1,0,0,"Life choices, Mental health, Personal Experiences",0.3999999999999999,1.1648267048798497,1.3736200286598872
1716783035651-cFLqlfKb,2024-05-27 00:00:00,,"Live forever and watch everyone you love, pass away ",Die young but watch over your loved ones try and get over your death ,False,,False,5,5,1.0,0.4,0.6,0,1,0,0,"Family, Mental health, Personal Experiences",0.8,1.1648267048798497,1.8736200286598872
1716783036170-omjW2eso,2024-05-27 00:00:00,,Be the world champion but at an extremely irrelevant sport/hobby,Be able to do any sport/hobby but be extremely mediocre at it,False,,False,5,5,1.0,0.6,0.4,0,0,0,0,"Hypothetical, Life choices, Sports",0.8,0.8736200286598874,1.6552150214949155
1716783039909-eDt7mw91,2024-05-27 00:00:00,,Win a trip to the moon,Win a trip to every country on Earth,False,,False,5,5,1.0,0.6,0.4,1,1,0,0,Travel,0.8,1.310430042989831,1.9828225322423734
1716783044303-gm2YukzJ,2024-05-27 00:00:00,,Have the ability to speak with the dead,Have the ability to see the future,False,,False,5,5,1.0,0.2,0.8,0,0,0,0,"Horoscope, Hypothetical",0.3999999999999999,0.8736200286598874,1.1552150214949153
1716783045939-QWN1wRLS,2024-05-27 00:00:00,,Have an uncontrollable urge to dance every time you hear music,Have an uncontrollable urge to sing loudly every time you see a dog,False,,False,5,5,1.0,0.6,0.4,0,1,0,0,Music,0.8,1.1648267048798497,1.8736200286598872
1716832421590-7sWmomDQ,2024-05-28 00:00:00,,curly hair,straight hair,False,,True,5,5,1.0,0.4,0.6,1,0,0,0,Fashion,0.8,1.0290493632832212,1.771787022462416
1716895362246-UAdsPpEh,2024-05-28 00:00:00,,Anime,K-pop ,False,,True,5,5,1.0,1.0,0.0,1,0,0,0,"Anime, Kpop",0.0,1.0290493632832212,0.7717870224624159
1716925305770-QAGo9K8k,2024-05-29 00:00:00,,go to an aespa concert,go to a newjeans concert,False,,True,5,3,0.6,0.6666666666666666,0.3333333333333333,0,0,0,1,"Kpop, Music",0.6666666666666667,0.5642509883094032,0.9231882412320525
1716956936742-zQrT2QV6,2024-05-29 00:00:00,,be famous for your talent,be famous for your generosity,True,,False,5,3,0.6,0.6666666666666666,0.3333333333333333,0,0,0,0,Celebs,0.6666666666666667,0.6533432496214142,0.9900074372160607
1717046765733-BBb9HWy1,2024-05-30 00:00:00,"When falling on the ground, ",your arm broken that takes 3 months to recover,your smartphone screen broken (still functioning),False,,True,5,5,1.0,0.4,0.6,0,0,0,0,"Life choices, Personal Experiences",0.8,0.9003048855012393,1.6752286641259295
1717167286480-gQ5PKoOM,2024-05-31 00:00:00,who's a better k-drama character?,Oh Soo-jae (Why her),Nak-su/Mu-deok (Alchemy of Souls),False,,True,5,2,0.4,0.5,0.5,0,0,0,3,"Kpop, TV shows",1.0,0.2730717679880513,0.7048038259910385
1717744582570-yCyLGIoF,2024-06-07 00:00:00,Better SciFi,Star Wars,Star Trek,False,,True,5,4,0.8,1.0,0.0,2,1,0,0,"Movies, TV shows",0.0,1.5355177231985366,1.1516382923989026
1718162856368-CTXNwtOX,2024-06-12 00:00:00,,be attacked by one angry dog,have a sewer rat run up your pants,False,,True,5,5,1.0,0.8,0.2,0,0,0,0,"Hypothetical, Personal Experiences",0.3999999999999999,1.1078081192065652,1.3308560894049237
1718760536858-x8RRuEHi,2024-06-19 00:00:00,Best Arya Stark quote,Not today.,A girl has no name.,False,,True,5,4,0.8,0.75,0.25,1,1,0,0,TV shows,0.5,1.97168322254825,1.9787624169111875
1718788967595-VRVEYrLJ,2024-06-19 00:00:00,,drink lava,eat rocks,False,,True,5,3,0.6,0.0,1.0,1,2,0,1,"Hypothetical, Life choices",0.0,2.1159527266371465,1.5869645449778598
1718789824907-0YKA3Qdr,2024-06-19 00:00:00,,Ranked Masters in Brawl stars,over 100k trophy count in brawl stars,False,,True,5,1,0.2,1.0,0.0,0,0,0,2,Gaming,0.0,0.38471867757039024,0.28853900817779266
1718789920285-mVTEBKNO,2024-06-19 00:00:00,,LA Lakers,Golden State Warrior,False,,True,5,3,0.6,0.6666666666666666,0.3333333333333333,2,0,0,0,Sports,0.6666666666666667,1.5388747102815612,1.6541560327111708
1718790693978-k4IDYj5x,2024-06-19 00:00:00,,laugh for the rest of your life,cry for the rest of your life,False,,True,5,4,0.8,0.75,0.25,1,0,0,0,"Life choices, Mental health, Personal Experiences",0.5,1.4907848755852624,1.6180886566889467
1716782933157-asJgw4UX,2024-05-27 00:00:00,,Have a lifetime supply of pizza,Have super strenght,False,,False,4,4,1.0,0.25,0.75,0,2,0,0,"Food and dining experiences, Hypothetical, Life choices",0.5,1.2813093753678348,1.4609820315258761
1716782933670-ldhQVLdE,2024-05-27 00:00:00,,Have a guaranteed A+ in every class but you can never take a break,Have a personal chef who cooks gourmet meals for you but they can only use mystery ingredients,False,,False,4,4,1.0,0.5,0.5,0,1,0,0,"Food and dining experiences, Life choices",1.0,0.9901026991478724,1.7425770243609042
1716782939006-GqjRzsYe,2024-05-27 00:00:00,,Be able to control fire,Be able to control electricity,False,,False,4,4,1.0,0.5,0.5,0,2,0,0,"Hypothetical, Life choices",1.0,1.2813093753678348,1.9609820315258761
1716782939536-fZcr3mZi,2024-05-27 00:00:00,,Eat a spoonful of mustard every morning,Eat a tablespoon of hot sauce every night before bed,False,,False,4,4,1.0,1.0,0.0,0,0,0,0,Food and dining experiences,0.0,0.69889602292791,0.5241720171959325
1716782941140-WnAYj00j,2024-05-27 00:00:00,,Get a free trip to Comic Con in Tokyo,Get a free trip to Comic Con in Seoul,False,,False,4,4,1.0,0.5,0.5,0,0,0,0,"Anime, Travel",1.0,0.69889602292791,1.5241720171959325
1716782943604-zzGPKp3g,2024-05-27 00:00:00,,Have a personal robot assistant,Have a personal hologram assistant,False,,False,4,3,0.75,0.6666666666666666,0.3333333333333333,0,0,0,0,New gadgets,0.6666666666666667,0.5824133524399249,0.9368100143299436
1716782945283-quR297nA,2024-05-27 00:00:00,,Front row seat at the Super Bowl,Front row seat at the FIFA World Cup,False,,False,4,4,1.0,0.75,0.25,0,0,0,0,Sports,0.5,0.69889602292791,1.0241720171959325
1716782952821-NciTzlP5,2024-05-27 00:00:00,,Have the ability to instantly master any TikTok dance challenge,Have the power to create viral memes that everyone shares,False,,False,4,4,1.0,0.5,0.5,0,2,0,0,Celebs,1.0,1.2813093753678348,1.9609820315258761
1716782953341-en1Ot2Q2,2024-05-27 00:00:00,,"Live in a huge mansion but only be allowed to eat bland, unseasoned food",Live in a tiny house but have the most amazing gourmet meals every day,False,,False,4,4,1.0,0.25,0.75,0,0,0,0,"Food and dining experiences, Life choices",0.5,0.69889602292791,1.0241720171959325
1716782960936-urbvVTdk,2024-05-27 00:00:00,,Have a personal driver,Have a personal masseuse,False,,False,4,4,1.0,0.5,0.5,0,3,0,0,"Life choices, Personal Experiences",1.0,1.5725160515877974,2.179387038690848
1716782962559-ltSWnNU5,2024-05-27 00:00:00,,Have the power to bring back a beloved Asian TV show for another season,Have the ability to revive a disbanded K-pop group,False,,False,4,3,0.75,0.6666666666666666,0.3333333333333333,1,0,0,0,"Kpop, TV shows",0.6666666666666667,0.7280166905499061,1.0460125179124296
1716782967582-ba60TIpK,2024-05-27 00:00:00,,Have a closet filled with designer clothing but you can never wear the same outfit twice,Have a perfectly curated capsule wardrobe that always makes you look stylish and put together,False,,False,4,3,0.75,0.3333333333333333,0.6666666666666666,0,0,0,0,Fashion,0.6666666666666667,0.5824133524399249,0.9368100143299436
1716782973192-9PFZpMdS,2024-05-27 00:00:00,,Have a personal styling session with a famous fashion designer,Have a private gaming session with a popular online streamer,False,,False,4,4,1.0,0.0,1.0,0,0,0,0,"Celebs, Fashion, Gaming",0.0,0.69889602292791,0.5241720171959325
1716782975797-Bl6KgA4v,2024-05-27 00:00:00,,Have a private meeting with your favorite professional athlete,Have the chance to compete against them in their respective sport?,False,,False,4,4,1.0,0.5,0.5,0,0,0,0,"Celebs, Sports",1.0,0.69889602292791,1.5241720171959325
1716782981910-ypfClSUk,2024-05-27 00:00:00,,Have a one-on-one interview with a world leader,Have the opportunity to interview your favorite fictional character,False,,False,4,3,0.75,0.3333333333333333,0.6666666666666666,0,0,0,0,"Celebs, Hypothetical",0.6666666666666667,0.5824133524399249,0.9368100143299436
1716782982425-OAadE5Fu,2024-05-27 00:00:00,,Have the opportunity to collaborate on a song with your favorite musician ,Have a guest appearance in a popular television series,False,,False,4,4,1.0,0.75,0.25,0,0,0,0,"Celebs, Music, TV shows",0.5,0.69889602292791,1.0241720171959325
1716782986855-LUhqUeiP,2024-05-27 00:00:00,,Have a locker that can magically organize all your books and supplies but occasionally eats your lunch,"Have a magical notebook that completes your homework assignments for you, but it also doodles funny pictures all over them",False,,False,4,4,1.0,0.25,0.75,0,0,0,0,"Hypothetical, Life choices",0.5,0.69889602292791,1.0241720171959325
1716782994600-7TNAYLxu,2024-05-27 00:00:00,,Have the ability to become an overnight social media sensation but you can never monetize your platform,Have a dedicated and engaged audience but you can never reveal your true identity or appearance,False,,False,4,4,1.0,0.0,1.0,1,1,0,0,Celebs,0.0,1.1357060372578538,0.8517795279433904
1716783001446-xA4oeauW,2024-05-27 00:00:00,,Have free wifi wherever you go,Have free coffee for life,False,,False,4,4,1.0,1.0,0.0,1,1,0,0,"Food and dining experiences, Travel",0.0,1.1357060372578538,0.8517795279433904
1716783008080-4pjrDJar,2024-05-27 00:00:00,,Be able to speak all human languages,Communicate with animals,False,,False,4,4,1.0,0.5,0.5,0,0,0,0,Nature,1.0,0.69889602292791,1.5241720171959325
1716783009168-4gvYs8xZ,2024-05-27 00:00:00,,Have a cafeteria that serves unlimited pizza but it's only topping is pineapple,Have a vending machine that dispenses free snacks but only when you do a silly dance in front of it,False,,False,4,4,1.0,0.5,0.5,0,0,0,0,"Food and dining experiences, Hypothetical, Life choices",1.0,0.69889602292791,1.5241720171959325
