persona_id,first_interaction,last_interaction,num_active_days,Engagement_Score
87c4c121726c-2ae8a127,2024-06-15,2024-06-15,1,4.2
87c902941038-39c7616f,2024-06-19,2024-06-19,1,23.200000000000003
881cdba26a38-2ca8e5a6,2024-06-20,2024-06-20,1,6.2
882372c6db0f-152dd146,2024-06-17,2024-06-17,1,0.4
8835daf1f005-7f465603,2024-06-12,2024-06-12,1,17.8
884917b9d52f-f13c2ca5,2024-06-04,2024-06-04,1,20.400000000000002
88b433f3aaf0-33d81339,2024-06-05,2024-06-21,5,96.0
8907b51a1545-31eda0fc,2024-06-01,2024-06-01,1,7.800000000000001
89b09f1fea20-fd8665af,2024-06-13,2024-06-13,1,2.6
89b0f90bdd25-adef3f79,2024-06-04,2024-06-04,1,1.0
8a39f9bfb96f-50c481c4,2024-06-16,2024-06-16,1,8.0
8b4763dc29bc-83608781,2024-06-16,2024-06-16,1,0.4
8b77791d9cb3-b87dacd3,2024-06-11,2024-06-11,1,1.8
8bcb9ab7917f-9ce7b857,2024-06-16,2024-06-16,1,5.4
8c086d23a368-df84e44d,2024-06-12,2024-06-12,1,0.2
8c46bda8f6e8-3ea8f021,2024-06-09,2024-06-09,1,4.4
8c4beecaae32-67e63267,2024-06-14,2024-06-14,1,0.6000000000000001
8c70a7b9295a-574bb854,2024-06-04,2024-06-04,1,0.4
8d29aba6064f-f4c14652,2024-06-20,2024-06-20,1,1.0
8e29b64257a1-89de7410,2024-06-18,2024-06-18,1,0.4
8e5be34f4456-a3b6ab09,2024-06-06,2024-06-06,1,2.0
8e7030e91b2d-0bc1b365,2024-06-14,2024-06-14,1,0.4
8ec5187b1034-d1082b86,2024-06-04,2024-06-04,1,0.2
8eeaafb3894e-7206a93c,2024-06-04,2024-06-04,1,0.2
8fed7ccd6232-3c3575f8,2024-06-13,2024-06-13,1,23.800000000000004
901336eade8b-280d6c1f,2024-06-02,2024-06-02,1,0.8
912b7c13aac8-f91071a7,2024-06-16,2024-06-16,1,0.4
912bd9d1179f-abf9dd6c,2024-06-12,2024-06-12,1,3.6
91558c82cac3-bdd32134,2024-06-16,2024-06-16,1,2.2
9162fabfdb3b-43f59b0a,2024-06-16,2024-06-16,1,0.2
918b93af1b73-cdc639d3,2024-06-04,2024-06-04,1,22.200000000000003
9194bf8c2cd3-5f410fe7,2024-06-20,2024-06-20,1,0.8
91df0d30989f-499a2dbe,2024-06-17,2024-06-17,1,12.600000000000001
923e78b072bd-640f25d5,2024-06-10,2024-06-10,1,3.8000000000000007
9258d6b41cfc-36eade46,2024-06-21,2024-06-21,1,3.4000000000000004
927f63ea2bd5-7bd8986f,2024-06-05,2024-06-05,1,0.8
92a4f75783f5-b1b4ed6b,2024-06-08,2024-06-08,1,9.4
92e0d750a890-da3bb683,2024-06-21,2024-06-21,1,1.0
937006179134-858a6d2e,2024-06-04,2024-06-04,1,3.0
939dd80834bf-21aae642,2024-06-14,2024-06-14,1,0.2
94407613d321-29466503,2024-06-03,2024-06-03,1,13.0
94e2a74642eb-ed9c811a,2024-06-21,2024-06-21,1,23.400000000000002
95b017dd2bc3-23e2a680,2024-06-14,2024-06-14,1,4.800000000000001
95b16cca6cd5-58be560e,2024-06-09,2024-06-09,1,3.6
9686817f6aa7-1e5d3d71,2024-06-11,2024-06-11,1,23.400000000000002
9774331be896-c6dd0110,2024-06-14,2024-06-14,1,42.2
979797b84c71-1c158c3c,2024-06-01,2024-06-01,1,0.2
981f0fcdf7ac-c4445ea3,2024-06-12,2024-06-12,1,3.9
982cd7650eaf-f13ce5a3,2024-06-04,2024-06-04,1,21.8
9846a972aebb-61a21abd,2024-06-11,2024-06-11,1,0.6000000000000001
98fa54835942-98dbd99e,2024-06-13,2024-06-13,1,0.2
999dc9a79c0f-ae1572a9,2024-06-16,2024-06-16,1,0.2
9a5e26ad3ab3-19d6bee8,2024-06-04,2024-06-04,1,0.4
9a7534584e0c-22d95a38,2024-06-04,2024-06-10,2,0.4
9a84f8c93ba1-17a1307c,2024-06-03,2024-06-03,1,0.6000000000000001
9b20cd87a74f-85b9ab78,2024-06-05,2024-06-06,2,14.600000000000001
9b27966fa918-bca50d75,2024-06-01,2024-06-01,1,7.2
9b36083cb8d9-9cc27993,2024-06-06,2024-06-06,1,13.8
9b62d535aa5d-f8308487,2024-06-15,2024-06-15,1,4.0
9ba8b14da0bb-384b0d1c,2024-06-13,2024-06-13,1,0.4
9bbc2820dbc5-9e529b97,2024-06-21,2024-06-21,1,8.8
9c05b1c6ec0b-0d4eb6cb,2024-06-11,2024-06-11,1,6.2
9e7080e090d4-07f1aaae,2024-06-02,2024-06-02,1,4.0
9e7bf4f2c238-def38770,2024-06-04,2024-06-04,1,22.200000000000003
9ed3e54d13dc-e3db7d9f,2024-06-02,2024-06-02,1,10.600000000000001
9f0714d50e99-aac48dc6,2024-06-10,2024-06-10,1,23.400000000000002
9f7df943998f-ced1dfcf,2024-06-10,2024-06-10,1,3.8000000000000007
9f88be2b0e76-1727263e,2024-06-09,2024-06-09,1,19.200000000000003
a0986ddeecad-72dac193,2024-06-08,2024-06-08,1,3.8000000000000007
a10e208a7cbf-18ab3ecb,2024-06-01,2024-06-01,1,0.6000000000000001
a1a44434a731-b891a9f9,2024-06-19,2024-06-19,1,13.600000000000001
a1b3a24af5a5-4425edaa,2024-06-11,2024-06-11,1,0.2
a2665e4da113-7952a072,2024-06-10,2024-06-10,1,23.400000000000002
a2cb4511a365-86b1ab2b,2024-06-01,2024-06-01,1,0.4
a39f6097ae1d-ed743070,2024-06-10,2024-06-10,1,5.2
a4248a460a0b-6b935471,2024-06-12,2024-06-12,1,2.4000000000000004
a493fc3ea71d-2d339edb,2024-06-14,2024-06-14,1,1.0
a4b9c0bf4d1f-873bcff7,2024-06-12,2024-06-12,1,15.600000000000001
a5b1f3d30ac4-4b5a7ab6,2024-06-07,2024-06-07,1,17.8
a676c9cda421-5d99cadc,2024-06-07,2024-06-07,1,1.0
a706c2fe796f-aea06760,2024-06-18,2024-06-18,1,0.8
a78320599f6e-722004b5,2024-06-18,2024-06-18,1,0.2
a79927384436-d6903332,2024-06-07,2024-06-07,1,23.400000000000002
a83b45af9667-3af006e2,2024-06-02,2024-06-02,1,5.200000000000001
a83e9a20f9da-aae90110,2024-06-18,2024-06-18,1,4.800000000000001
a8a1f3d2a656-1dc911d2,2024-06-18,2024-06-18,1,1.8
a8a352096408-137e9da2,2024-06-13,2024-06-13,1,10.600000000000001
a9911630eae5-8dde5e85,2024-06-19,2024-06-19,1,2.4000000000000004
aa243c048191-c5389f29,2024-06-03,2024-06-03,1,18.2
aa50115c0983-e6f73611,2024-06-02,2024-06-02,1,0.2
ab5d23e8ff27-e619fdc2,2024-06-02,2024-06-02,1,0.2
abc0163d8c5e-40661798,2024-06-15,2024-06-15,1,0.2
abcd962bafa7-0bf9a062,2024-06-17,2024-06-17,1,2.2
ac8700d11497-52a56aae,2024-06-20,2024-06-20,1,0.4
ad0cc0808821-42d8da70,2024-06-11,2024-06-11,1,11.8
adb63f498628-ce93ba0f,2024-06-07,2024-06-07,1,20.6
aea456d0ee05-122e4b6f,2024-06-16,2024-06-19,2,9.0
aebcf03f219b-76d1d74b,2024-06-18,2024-06-18,1,0.6000000000000001
aec6740f748b-335db63d,2024-06-05,2024-06-05,1,0.8
aee587b8d428-1f396c5e,2024-06-18,2024-06-18,1,0.4
af009df81059-06a377e8,2024-06-05,2024-06-05,1,0.4
af76ddc7c585-014304a3,2024-06-04,2024-06-04,1,8.4
af772812fda4-70b0205c,2024-06-11,2024-06-11,1,0.2
b03271039176-6682fbbc,2024-06-16,2024-06-16,1,12.600000000000001
b0b90595390a-2a4afef1,2024-06-12,2024-06-12,1,3.8000000000000007
b0d469140873-de9eee67,2024-06-12,2024-06-12,1,10.0
b105dd1d3eeb-6ce568ca,2024-06-04,2024-06-04,1,0.2
b11471b0bbf2-4d8f4820,2024-06-04,2024-06-04,1,0.2
b127f452d472-88d2400c,2024-06-17,2024-06-17,1,8.200000000000001
b15b949ff8dd-2f7d91cc,2024-06-16,2024-06-16,1,4.2
b15bd91727b4-89ff9d80,2024-06-10,2024-06-10,1,2.6
b1eee3b51106-2d50ca5e,2024-06-03,2024-06-03,1,4.0
b232a4b3078f-72a1f245,2024-06-12,2024-06-12,1,21.2
b242b05cf1de-e690903a,2024-06-16,2024-06-16,1,8.4
b2ede981fa75-24d1f7c3,2024-06-08,2024-06-08,1,3.2
b304c3712800-17d8cc7c,2024-06-04,2024-06-04,1,2.4000000000000004
b32f6f3b2c9a-01a5db7d,2024-06-13,2024-06-15,2,2.8
b379520109a3-4c844792,2024-06-02,2024-06-02,1,9.4
b40e91b80227-e408d5ac,2024-06-01,2024-06-01,1,0.2
b4153c59a7a3-3d022136,2024-06-02,2024-06-02,1,14.8
b422cac942b3-1a445263,2024-06-03,2024-06-03,1,2.6
b4a1c2dcbcbd-cf38ffb3,2024-06-07,2024-06-07,1,0.2
b576f2e8ba00-46dc990c,2024-06-17,2024-06-17,1,0.2
b5b80468e8c5-1839573f,2024-06-13,2024-06-13,1,2.0
b740c78902cd-72d9218a,2024-06-14,2024-06-14,1,0.2
b751f99a695a-a1469f06,2024-06-03,2024-06-03,1,0.4
b77c5412ff72-ecb7d666,2024-06-08,2024-06-08,1,0.8
b78e8cb2ad00-26b7fc4b,2024-06-04,2024-06-04,1,8.0
b81edcde9d17-4b25c7f3,2024-06-04,2024-06-19,4,39.300000000000004
b8d1b90d52d9-be3ee998,2024-06-06,2024-06-06,1,22.200000000000003
b8d75bc22690-1ead038a,2024-06-16,2024-06-16,1,24.6
b8e9a58dca88-3dd87311,2024-06-18,2024-06-18,1,5.800000000000001
b91b20c996e0-655328a5,2024-06-02,2024-06-02,1,11.600000000000001
b926b52c62e1-51ebc514,2024-06-07,2024-06-07,1,23.400000000000002
b92e63d3d041-5433260f,2024-06-11,2024-06-11,1,0.2
b95d8a42cfec-d5380c9a,2024-06-01,2024-06-01,1,9.600000000000001
b9629956b6e9-3aa09438,2024-06-01,2024-06-01,1,11.200000000000001
b9eb530262d3-1b2d98c2,2024-06-20,2024-06-20,1,25.799999999999997
ba13e27f9ac6-07c9eece,2024-06-15,2024-06-15,1,5.0
ba17a8b47836-78dab612,2024-06-03,2024-06-21,19,208.6
ba630f9bb4e3-78eaf196,2024-06-04,2024-06-04,1,3.4000000000000004
ba89dd84d926-cbc0ef63,2024-06-19,2024-06-19,1,0.2
bbfd4274e8dd-222d0f48,2024-06-12,2024-06-21,3,17.0
bc2154588033-b714aa3d,2024-06-04,2024-06-04,1,3.8
bc22086a7729-4a3a072e,2024-06-13,2024-06-13,1,0.6000000000000001
bc2803036a10-ab78c583,2024-06-18,2024-06-18,1,0.2
bc8120df99fb-75596c77,2024-06-13,2024-06-13,1,21.2
bcb5e4efb353-c11edb0c,2024-06-21,2024-06-21,1,5.2
bd1c41cf27a8-766a7dda,2024-06-01,2024-06-01,1,19.400000000000002
bdd1227cff53-bc98c348,2024-06-03,2024-06-03,1,0.2
be016378c109-276b46b4,2024-06-14,2024-06-14,1,2.6
be134935dc17-6f1c3738,2024-06-19,2024-06-19,1,0.4
be32efad8780-026ffa0a,2024-06-13,2024-06-13,1,26.700000000000003
be58b65c0ef1-9f512fff,2024-06-08,2024-06-08,1,0.4
bea6199cc0da-09c1b836,2024-06-03,2024-06-03,1,0.2
bec56b8c6f08-e80d05a4,2024-06-04,2024-06-21,12,156.79999999999998
bed1c7b0527d-4713518c,2024-06-21,2024-06-21,1,5.800000000000001
bf55ed9c55aa-948665e7,2024-06-01,2024-06-01,1,0.8
bf82175bd061-7d140f45,2024-06-17,2024-06-17,1,5.6
bfdbf8fdb0ff-5c56489c,2024-06-12,2024-06-12,1,2.0
c003fb67b84d-e7eb81be,2024-06-02,2024-06-02,1,16.200000000000003
c0f565b4890c-03a3ed40,2024-06-20,2024-06-20,1,16.0
c1144cabc869-f9f6555b,2024-06-04,2024-06-04,1,22.200000000000003
c183bb97a129-a5c9187e,2024-06-17,2024-06-17,1,2.6
c286061b7363-b9557997,2024-06-09,2024-06-09,1,23.400000000000002
c2a698df3b67-bd03ebae,2024-06-11,2024-06-11,1,23.400000000000002
c2a97dcbcdd5-e6734a23,2024-06-01,2024-06-01,1,0.2
c3a9b6b19ee0-5b59dad9,2024-06-03,2024-06-03,1,12.4
c42e6c1f971f-82449ba7,2024-06-05,2024-06-05,1,0.2
c4841b29b955-a27d6c91,2024-06-16,2024-06-16,1,24.200000000000003
c48db47466c7-a2bd8f6d,2024-06-08,2024-06-08,1,3.0
c515ce4fc203-c3ea3585,2024-06-04,2024-06-04,1,13.400000000000002
c59ab57b556e-7636f714,2024-06-03,2024-06-03,1,16.200000000000003
c5beaf0d404b-7d727e82,2024-06-15,2024-06-15,1,7.200000000000001
c697264cebbf-1b000588,2024-06-17,2024-06-17,1,4.0
c6a5f67d379a-2be3cd6d,2024-06-19,2024-06-19,1,27.0
c6a906535398-8a6ce39f,2024-06-11,2024-06-11,1,4.2
c6f7f22078b3-785df8b4,2024-06-13,2024-06-13,1,0.4
c71cd7520f2b-2fe3b0af,2024-06-11,2024-06-11,1,2.0
c795d7c67406-5d017a0f,2024-06-06,2024-06-06,1,22.200000000000003
c7e962e668a8-3ad8d164,2024-06-06,2024-06-06,1,7.600000000000001
c88912253215-d8322ab0,2024-06-14,2024-06-14,1,4.6000000000000005
c8cb2830ee9a-22a41f32,2024-06-03,2024-06-03,1,0.2
c9ff6982af7d-42415acf,2024-06-09,2024-06-09,1,23.400000000000002
ca880c74d934-08089513,2024-06-08,2024-06-08,1,9.8
cb1e50c09146-42e577d1,2024-06-06,2024-06-11,2,0.6000000000000001
cb4932ce53dd-27c494a7,2024-06-03,2024-06-03,1,1.2000000000000002
cbf928810858-b43f895d,2024-06-19,2024-06-19,1,0.4
cc03f01c3724-65603b9f,2024-06-05,2024-06-05,1,2.6
cc59baeff930-6076a0dc,2024-06-19,2024-06-19,1,0.6000000000000001
ccde7fc2a4d4-4c08117d,2024-06-03,2024-06-20,7,14.5
ccf01cf6305f-ea0c6f1f,2024-06-05,2024-06-05,1,2.1
cd611160eefc-3ceed0c0,2024-06-05,2024-06-05,1,11.600000000000001
cd7ffdaaedf9-043e84f7,2024-06-05,2024-06-05,1,22.200000000000003
cdb55321c399-deec76e1,2024-06-02,2024-06-02,1,11.700000000000001
cdcec9b9dba7-e90bffbd,2024-06-04,2024-06-04,1,0.4
cdef41a61d50-b523ebec,2024-06-09,2024-06-09,1,0.4
ce668f7e99f4-5c3e7040,2024-06-03,2024-06-03,1,2.0
ce6acf9678c2-281d1f40,2024-06-03,2024-06-14,4,7.6000000000000005
cf1e5c4f2953-98f1ce9e,2024-06-09,2024-06-09,1,0.6000000000000001
cf3f239f6775-88e50e27,2024-06-12,2024-06-12,1,14.0
d006993cd746-a0cc4b2c,2024-06-17,2024-06-17,1,3.0
d06fddc69be2-8fe7d25c,2024-06-14,2024-06-14,1,7.600000000000001
d099441696b8-144e8464,2024-06-03,2024-06-03,1,1.6
d09dbc31193a-a59adf2f,2024-06-18,2024-06-18,1,24.6
d0db6c10fcc0-c1609da9,2024-06-08,2024-06-08,1,0.6000000000000001
d19c4305a12c-c2adf2e9,2024-06-15,2024-06-15,1,0.8
d1bcf5653255-a747f33d,2024-06-10,2024-06-10,1,14.400000000000002
d1c9e0d31875-fc88b191,2024-06-03,2024-06-03,1,16.6
d1cd0c5a153b-8c2773da,2024-06-15,2024-06-15,1,6.800000000000001
d1deada9777d-1eb36632,2024-06-17,2024-06-17,1,1.6
d2216633df8d-8dcb92a7,2024-06-02,2024-06-02,1,0.2
d2ab15d62936-7e0ac815,2024-06-10,2024-06-10,1,16.0
d2e171205a23-37b45309,2024-06-04,2024-06-04,1,2.2
d2f8a0a8aaa1-1f1fe55b,2024-06-03,2024-06-03,1,0.2
d34951d1c696-41e1c4fd,2024-06-21,2024-06-21,1,0.2
d37dcb7c8939-38dd3cfe,2024-06-01,2024-06-01,1,0.2
d4eed3a4a463-d46618a9,2024-06-14,2024-06-14,1,0.8
d4ef8203434c-a068d728,2024-06-08,2024-06-08,1,8.0
d4f46688a922-5d6d944b,2024-06-06,2024-06-06,1,21.2
d51fd17625b7-4deacc0e,2024-06-21,2024-06-21,1,0.2
d56db5dc5eb2-e609e410,2024-06-06,2024-06-06,1,1.2000000000000002
d58e84d32371-6db35e3e,2024-06-11,2024-06-11,1,24.6
d59e7b544c39-7eec4457,2024-06-03,2024-06-03,1,5.0
d5e8dee3e5ae-b3995d02,2024-06-11,2024-06-11,1,5.0
d623ea085eb8-0f30c594,2024-06-17,2024-06-17,1,9.0
d7126794ef2d-15c0dfb8,2024-06-10,2024-06-10,1,19.0
d7de72c6dbeb-8e4dca7c,2024-06-10,2024-06-10,1,0.2
d80c3172b0ae-0bec156d,2024-06-05,2024-06-05,1,1.4000000000000001
d8123d648ed5-7aa3388e,2024-06-21,2024-06-21,1,1.4
d8a5a6451ea9-4c2b736c,2024-06-06,2024-06-06,1,0.2
d9655b30357f-246e6b56,2024-06-10,2024-06-10,1,4.4
d967275685f6-bd951445,2024-06-04,2024-06-04,1,0.2
d992c78a1544-a18a059d,2024-06-15,2024-06-15,1,13.200000000000001
da075920be7b-0960fd5a,2024-06-12,2024-06-12,1,4.4
da272cf599bf-48826954,2024-06-01,2024-06-01,1,0.4
da7d8d3a0614-9e8f912d,2024-06-07,2024-06-07,1,13.200000000000001
db054789112b-85e9bcb2,2024-06-02,2024-06-02,1,0.4
db186394e4ec-e3fcf0fd,2024-06-06,2024-06-06,1,0.2
dbdeaed83dce-a29796cc,2024-06-21,2024-06-21,1,0.8
dc7d76adf443-7fffb39f,2024-06-19,2024-06-19,1,19.200000000000003
dc8f73ce15ac-fdd2d3e1,2024-06-21,2024-06-21,1,28.200000000000003
dc8fe227c204-b28665df,2024-06-13,2024-06-13,1,0.2
dca5060dc77f-efa42382,2024-06-10,2024-06-10,1,5.200000000000001
dccb59da263e-f5a68e47,2024-06-19,2024-06-19,1,8.8
dd31f1db6d4e-4a26360d,2024-06-11,2024-06-11,1,0.8
de1e366feb01-f59b8455,2024-06-08,2024-06-08,1,8.2
deae143ad67e-66ee515a,2024-06-12,2024-06-12,1,0.2
decdedd65f62-932fa325,2024-06-12,2024-06-12,1,3.4000000000000004
dfefb029d620-f0b689bb,2024-06-09,2024-06-09,1,1.0
e003531d40d5-273182bf,2024-06-02,2024-06-02,1,1.2000000000000002
e0436ba3331a-be838621,2024-06-15,2024-06-15,1,5.2
e064a7116c58-9e317ad2,2024-06-06,2024-06-06,1,22.200000000000003
e0a577cd0068-f4dd785f,2024-06-03,2024-06-03,1,21.0
e0bfade00745-01beb6b7,2024-06-02,2024-06-02,1,6.0
e0c323c78f6e-68cfd2cb,2024-06-11,2024-06-11,1,0.2
e187f1dfcadf-974040e7,2024-06-09,2024-06-09,1,9.8
e213d4c50785-26d1463d,2024-06-12,2024-06-12,1,5.0
e2295f6fb4c8-ea0adfc5,2024-06-06,2024-06-06,1,15.7
e24f599ccb03-b7bcc188,2024-06-14,2024-06-14,1,24.6
e26bb3c30820-85b9324d,2024-06-01,2024-06-01,1,19.8
e33440ef6d33-da950f0b,2024-06-21,2024-06-21,1,1.4
e394db3d7f12-dcbd0702,2024-06-07,2024-06-07,1,13.600000000000001
e3cffb75b82c-25d911be,2024-06-12,2024-06-12,1,0.4
e4770a1ef109-30f82f0b,2024-06-06,2024-06-06,1,8.4
e4bc2d2d87c2-a9ea17d6,2024-06-13,2024-06-13,1,0.4
e5516baaf118-29b08501,2024-06-18,2024-06-18,1,15.8
e5666f60c482-e6f838d5,2024-06-09,2024-06-09,1,11.0
e5d484401c50-7e91a3c2,2024-06-05,2024-06-05,1,2.6
e5d7c828d316-00e04506,2024-06-11,2024-06-11,1,2.6
e5e4a6dd6746-705253de,2024-06-06,2024-06-06,1,0.4
e5e8b157d811-0412dbaf,2024-06-03,2024-06-03,1,22.200000000000003
e604cca78be3-0697b4fc,2024-06-08,2024-06-08,1,0.2
e6086496513b-41ebe922,2024-06-11,2024-06-11,1,0.2
e656fedbe41e-639cb8a5,2024-06-16,2024-06-16,1,1.8
e657c25ee027-d74937a3,2024-06-04,2024-06-04,1,3.4000000000000004
e67bed8e9920-9335b0e1,2024-06-09,2024-06-09,1,3.8000000000000007
e6dcb194e27e-52a3ecb5,2024-06-07,2024-06-07,1,2.6
e7182ee07b95-6f6a4808,2024-06-08,2024-06-08,1,4.1
e7269249024d-22dcf98e,2024-06-10,2024-06-10,1,0.2
e7c4baf2ba66-10f12b6f,2024-06-10,2024-06-10,1,3.2
e9c26fc0437a-6eb2a7f2,2024-06-01,2024-06-01,1,17.0
eab0c2a9de9b-64af1807,2024-06-13,2024-06-13,1,1.2000000000000002
eadcd27eaa8f-3f122f2a,2024-06-18,2024-06-18,1,11.0
eb3aae0e565a-9f75efe4,2024-06-20,2024-06-20,1,8.600000000000001
ebfad543e886-175d84b5,2024-06-07,2024-06-07,1,0.2
ec40ad525ba4-45991290,2024-06-01,2024-06-01,1,3.4000000000000004
ec63e48222b1-59da8835,2024-06-19,2024-06-19,1,3.0
ec63ea2c687d-c5f407bd,2024-06-16,2024-06-16,1,4.6000000000000005
ec8bfb457957-fff2cfb4,2024-06-11,2024-06-11,1,24.6
ed05ca311ccf-01c2871c,2024-06-03,2024-06-03,1,14.200000000000001
ed3c6f034d2f-93a34147,2024-06-12,2024-06-12,1,0.2
ed3d5211c621-86755b01,2024-06-19,2024-06-19,1,15.0
ed702aeb2262-b9a60fc9,2024-06-06,2024-06-06,1,3.8000000000000007
ed7c189d7ace-2e86a840,2024-06-13,2024-06-13,1,0.2
ee1bf6b4ab1b-443364a0,2024-06-17,2024-06-17,1,0.2
ee8cc47c827f-e82ff66a,2024-06-17,2024-06-17,1,9.8
eea6479432cf-a5797336,2024-06-15,2024-06-15,1,0.2
ef0b6d44c91a-89ce19a1,2024-06-10,2024-06-10,1,3.6000000000000005
ef4632c207a8-dea0eaef,2024-06-09,2024-06-09,1,10.0
efa7ce0a0a58-398d963e,2024-06-13,2024-06-13,1,3.0
effcc2fe2fdc-88a1ed92,2024-06-14,2024-06-14,1,5.0
f0326bdebbed-68794781,2024-06-06,2024-06-06,1,2.6
f0e6dda688b6-12eb1bbb,2024-06-19,2024-06-19,1,28.200000000000003
f14dfabcdbbc-feb9b0e2,2024-06-13,2024-06-13,1,17.6
f167a75b1617-de7339b0,2024-06-03,2024-06-03,1,3.4000000000000004
f1beba4ea6c3-6639f834,2024-06-08,2024-06-08,1,3.6
f2188936259c-19cf1008,2024-06-06,2024-06-06,1,3.0
f25460dd3cdd-daa0d434,2024-06-18,2024-06-18,1,17.200000000000003
f262f124592f-911ebd21,2024-06-18,2024-06-18,1,0.4
f27944b4705c-9ec2aec3,2024-06-15,2024-06-15,1,0.4
f2844086f48e-b9150b1a,2024-06-14,2024-06-14,1,1.2000000000000002
f301d4bfd904-240dee8c,2024-06-12,2024-06-12,1,15.200000000000001
f339e73caad9-e7142dfa,2024-06-09,2024-06-09,1,14.600000000000001
f35032f7b361-6ec132b9,2024-06-13,2024-06-13,1,0.2
f35653d16bc2-146f15ce,2024-06-02,2024-06-02,1,12.0
f36b3c386182-53083ed5,2024-06-15,2024-06-18,3,129.0
f3aa7b29a149-f5f7ed7b,2024-06-17,2024-06-17,1,5.3
f3b2049b737c-ce8c2c1d,2024-06-03,2024-06-04,2,2.4
f4f6d4563fbf-6d14c145,2024-06-05,2024-06-05,1,7.600000000000001
f57aa7892bc9-fef98b52,2024-06-05,2024-06-05,1,1.4000000000000001
f64a0478a781-321023b5,2024-06-11,2024-06-11,1,12.2
f65d69c96f6e-d534bf34,2024-06-17,2024-06-17,1,0.2
f6d1a464445f-94004b7e,2024-06-01,2024-06-01,1,0.2
f6dcf261dc0b-34791369,2024-06-20,2024-06-20,1,10.4
f6e08c19f510-a2d5b82a,2024-06-06,2024-06-06,1,0.2
f785e96d90a7-2208fb8c,2024-06-04,2024-06-04,1,0.2
f7bc9f9f4c65-e4a02314,2024-06-02,2024-06-02,1,0.6000000000000001
f803db09348a-7aade2f3,2024-06-18,2024-06-18,1,0.6000000000000001
f80a89f9b7ff-b1d65251,2024-06-04,2024-06-04,1,14.400000000000002
f867767941a4-e6257794,2024-06-07,2024-06-07,1,8.8
f87d9bb8053e-5cf1d357,2024-06-11,2024-06-11,1,0.2
f8dfc6b52289-510e55d4,2024-06-06,2024-06-06,1,8.0
f94b13b5c586-1d3c2f5c,2024-06-06,2024-06-06,1,22.200000000000003
f9ac7f9eb8d6-186cd596,2024-06-10,2024-06-10,1,13.0
f9bee1bab8f6-85fd9f38,2024-06-12,2024-06-12,1,5.0
fadba8bf93d9-00b902c1,2024-06-11,2024-06-11,1,3.2
fb37d1bb76cd-398f10ff,2024-06-12,2024-06-13,2,4.800000000000001
fb63fd6d39db-cef16ac7,2024-06-01,2024-06-01,1,19.8
fb68e5b0a235-81bcaa34,2024-06-19,2024-06-19,1,0.6000000000000001
fc210d5a4641-54ad58b7,2024-06-11,2024-06-11,1,15.000000000000002
fcd777617b58-df5a8ab5,2024-06-16,2024-06-16,1,4.2
fd4d0e273e1b-66c6865f,2024-06-09,2024-06-09,1,4.4
fd5471798d2e-4fdee671,2024-06-07,2024-06-07,1,23.400000000000002
fd984cfab635-a90014bc,2024-06-09,2024-06-09,1,23.400000000000002
fdb8550c5bc2-229c2009,2024-06-21,2024-06-21,1,6.6
fe1d42f2f1e4-5b0a869c,2024-06-03,2024-06-03,1,5.4
fe654ca5f5ff-217e1e65,2024-06-02,2024-06-02,1,0.2
fe713fc2fe12-afa84970,2024-06-19,2024-06-19,1,5.6
feed2988327f-fa1afbd5,2024-06-01,2024-06-01,1,0.2
fefa1211b797-adddce79,2024-06-03,2024-06-03,1,21.8
feff3514ea12-57de54f4,2024-06-01,2024-06-01,1,9.0
ff2cb5bdcb66-04b539bd,2024-06-04,2024-06-04,1,0.2
ff79bc398dd3-4f9ef5ae,2024-06-07,2024-06-07,1,1.0
ffd9dcaf7805-1aa947eb,2024-06-05,2024-06-05,1,0.2
